Index,year,county,property,violent,total_index_crimes
2010-Washington,2010,Washington,791,93,884
2010-Wayne,2010,Wayne,1797,169,1966
2010-Westchester,2010,Westchester,12935,2457,15392
2010-Wyoming,2010,Wyoming,443,33,476
2010-Yates,2010,Yates,456,18,474
2011-Albany,2011,Albany,9562,1164,10726
2011-Allegany,2011,Allegany,831,64,895
2011-Bronx,2011,Bronx,22863,12267,35130
2011-Broome,2011,Broome,6122,521,6643
2011-Cattaraugus,2011,Cattaraugus,1763,162,1925
2011-Cayuga,2011,Cayuga,1535,182,1717
2011-Chautauqua,2011,Chautauqua,3384,303,3687
2011-Chemung,2011,Chemung,2101,177,2278
2011-Chenango,2011,Chenango,1015,57,1072
2011-Clinton,2011,Clinton,1616,74,1690
2011-Columbia,2011,Columbia,1138,96,1234
2011-Cortland,2011,Cortland,1030,74,1104
2011-Delaware,2011,Delaware,737,76,813
2011-Dutchess,2011,Dutchess,5052,625,5677
2011-Erie,2011,Erie,27210,4201,31411
2011-Essex,2011,Essex,570,47,617
2011-Franklin,2011,Franklin,912,61,973
2011-Fulton,2011,Fulton,1544,61,1605
2011-Genesee,2011,Genesee,1327,112,1439
2011-Greene,2011,Greene,726,105,831
2011-Hamilton,2011,Hamilton,57,1,58
2011-Herkimer,2011,Herkimer,1221,141,1362
2011-Jefferson,2011,Jefferson,2299,182,2481
2011-Kings,2011,Kings,40832,18182,59014
2011-Lewis,2011,Lewis,386,33,419
2011-Livingston,2011,Livingston,1030,44,1074
2011-Madison,2011,Madison,1231,53,1284
2011-Monroe,2011,Monroe,23005,2661,25666
2011-Montgomery,2011,Montgomery,1025,59,1084
2011-Nassau,2011,Nassau,17148,2226,19374
2011-New York,2011,New York,41837,9021,50858
2011-Niagara,2011,Niagara,6422,810,7232
2011-Oneida,2011,Oneida,5388,551,5939
2011-Onondaga,2011,Onondaga,11206,1656,12862
2011-Ontario,2011,Ontario,1953,150,2103
2011-Orange,2011,Orange,7992,1016,9008
2011-Orleans,2011,Orleans,922,81,1003
2011-Oswego,2011,Oswego,3036,181,3217
2011-Otsego,2011,Otsego,1027,119,1146
2011-Putnam,2011,Putnam,794,66,860
2011-Queens,2011,Queens,29552,10311,39863
2011-Rensselaer,2011,Rensselaer,4202,485,4687
2011-Richmond,2011,Richmond,5373,1428,6801
2011-Rockland,2011,Rockland,4013,554,4567
2011-Saratoga,2011,Saratoga,2943,132,3075
2011-Schenectady,2011,Schenectady,4842,687,5529
2011-Schoharie,2011,Schoharie,418,15,433
2011-Schuyler,2011,Schuyler,154,18,172
2011-Seneca,2011,Seneca,618,63,681
2011-St Lawrence,2011,St Lawrence,2372,143,2515
2011-Steuben,2011,Steuben,1549,138,1687
2011-Suffolk,2011,Suffolk,29189,2217,31406
2011-Sullivan,2011,Sullivan,1739,201,1940
2011-Tioga,2011,Tioga,557,34,591
2011-Tompkins,2011,Tompkins,2299,90,2389
2011-Ulster,2011,Ulster,3437,335,3772
2011-Warren,2011,Warren,1387,107,1494
2011-Washington,2011,Washington,770,96,866
2011-Wayne,2011,Wayne,1568,141,1709
2011-Westchester,2011,Westchester,13726,2557,16283
2011-Wyoming,2011,Wyoming,491,37,528
2011-Yates,2011,Yates,397,13,410
2012-Albany,2012,Albany,8963,1012,9975
2012-Allegany,2012,Allegany,791,65,856
2012-Bronx,2012,Bronx,23161,12801,35962
2012-Broome,2012,Broome,6293,604,6897
2012-Cattaraugus,2012,Cattaraugus,1938,149,2087
2012-Cayuga,2012,Cayuga,1667,141,1808
2012-Chautauqua,2012,Chautauqua,3539,308,3847
2012-Chemung,2012,Chemung,2212,222,2434
2012-Chenango,2012,Chenango,965,58,1023
2012-Clinton,2012,Clinton,1595,90,1685
2012-Columbia,2012,Columbia,1325,100,1425
2012-Cortland,2012,Cortland,1041,64,1105
2012-Delaware,2012,Delaware,700,63,763
2012-Dutchess,2012,Dutchess,5222,678,5900
2012-Erie,2012,Erie,27241,4227,31468
2012-Essex,2012,Essex,474,43,517
2012-Franklin,2012,Franklin,985,57,1042
2012-Fulton,2012,Fulton,1507,52,1559
2012-Genesee,2012,Genesee,1361,92,1453
2012-Greene,2012,Greene,633,88,721
2012-Hamilton,2012,Hamilton,80,1,81
2012-Herkimer,2012,Herkimer,1185,124,1309
2012-Jefferson,2012,Jefferson,2704,213,2917
2012-Kings,2012,Kings,42017,18673,60690
2012-Lewis,2012,Lewis,401,19,420
2012-Livingston,2012,Livingston,1141,54,1195
2012-Madison,2012,Madison,1278,59,1337
2012-Monroe,2012,Monroe,22738,2672,25410
2012-Montgomery,2012,Montgomery,1127,58,1185
2012-Nassau,2012,Nassau,17117,2458,19575
2012-New York,2012,New York,42654,9102,51756
2012-Niagara,2012,Niagara,6135,819,6954
2012-Oneida,2012,Oneida,5794,595,6389
2012-Onondaga,2012,Onondaga,11893,1752,13645
2012-Ontario,2012,Ontario,2025,150,2175
2012-Orange,2012,Orange,8422,1077,9499
2012-Orleans,2012,Orleans,859,61,920
2012-Oswego,2012,Oswego,3122,206,3328
2012-Otsego,2012,Otsego,905,78,983
2012-Putnam,2012,Putnam,834,41,875
2012-Queens,2012,Queens,29446,10753,40199
2012-Rensselaer,2012,Rensselaer,4200,447,4647
2012-Richmond,2012,Richmond,5482,1664,7146
2012-Rockland,2012,Rockland,3824,501,4325
2012-Saratoga,2012,Saratoga,3088,153,3241
2012-Schenectady,2012,Schenectady,4901,691,5592
2012-Schoharie,2012,Schoharie,475,19,494
2012-Schuyler,2012,Schuyler,164,21,185
2012-Seneca,2012,Seneca,794,59,853
2012-St Lawrence,2012,St Lawrence,2119,122,2241
2012-Steuben,2012,Steuben,1681,156,1837
2012-Suffolk,2012,Suffolk,26758,2127,28885
2012-Sullivan,2012,Sullivan,1750,181,1931
2012-Tioga,2012,Tioga,632,35,667
2012-Tompkins,2012,Tompkins,2630,116,2746
2012-Ulster,2012,Ulster,3664,279,3943
2012-Warren,2012,Warren,1305,125,1430
2012-Washington,2012,Washington,892,78,970
2012-Wayne,2012,Wayne,1711,132,1843
2012-Westchester,2012,Westchester,12592,2448,15040
2012-Wyoming,2012,Wyoming,501,51,552
2012-Yates,2012,Yates,408,20,428
2013-Albany,2013,Albany,8451,1006,9457
2013-Allegany,2013,Allegany,742,54,796
2013-Bronx,2013,Bronx,23260,13020,36280
2013-Broome,2013,Broome,6194,512,6706
2013-Cattaraugus,2013,Cattaraugus,1652,115,1767
2013-Cayuga,2013,Cayuga,1389,128,1517
2013-Chautauqua,2013,Chautauqua,3363,274,3637
2013-Chemung,2013,Chemung,2050,151,2201
2013-Chenango,2013,Chenango,878,48,926
2013-Clinton,2013,Clinton,1555,111,1666
2013-Columbia,2013,Columbia,1051,76,1127
2013-Cortland,2013,Cortland,1013,51,1064
2013-Delaware,2013,Delaware,750,56,806
2013-Dutchess,2013,Dutchess,4537,584,5121
2013-Erie,2013,Erie,25206,4089,29295
2013-Essex,2013,Essex,406,43,449
2013-Franklin,2013,Franklin,815,61,876
2013-Fulton,2013,Fulton,1465,62,1527
2013-Genesee,2013,Genesee,1358,109,1467
2013-Greene,2013,Greene,660,58,718
2013-Hamilton,2013,Hamilton,58,4,62
2013-Herkimer,2013,Herkimer,1064,126,1190
2013-Jefferson,2013,Jefferson,2262,140,2402
2013-Kings,2013,Kings,40798,18258,59056
2013-Lewis,2013,Lewis,308,24,332
2013-Livingston,2013,Livingston,1032,56,1088
2013-Madison,2013,Madison,1101,55,1156
2013-Monroe,2013,Monroe,20390,2686,23076
2013-Montgomery,2013,Montgomery,1077,48,1125
2013-Nassau,2013,Nassau,16573,2111,18684
2013-New York,2013,New York,43164,8708,51872
2013-Niagara,2013,Niagara,5856,798,6654
2013-Oneida,2013,Oneida,5452,537,5989
2013-Onondaga,2013,Onondaga,12496,1491,13987
2013-Ontario,2013,Ontario,1972,122,2094
2013-Orange,2013,Orange,7725,868,8593
2013-Orleans,2013,Orleans,688,59,747
2013-Oswego,2013,Oswego,2520,158,2678
2013-Otsego,2013,Otsego,770,65,835
2013-Putnam,2013,Putnam,723,49,772
2013-Queens,2013,Queens,29173,10740,39913
2013-Rensselaer,2013,Rensselaer,3666,471,4137
2013-Richmond,2013,Richmond,5576,1658,7234
2013-Rockland,2013,Rockland,3411,395,3806
2013-Saratoga,2013,Saratoga,2942,173,3115
2013-Schenectady,2013,Schenectady,4703,674,5377
2013-Schoharie,2013,Schoharie,509,27,536
2013-Schuyler,2013,Schuyler,151,14,165
2013-Seneca,2013,Seneca,732,62,794
2013-St Lawrence,2013,St Lawrence,1853,112,1965
2013-Steuben,2013,Steuben,1410,123,1533
2013-Suffolk,2013,Suffolk,24445,1934,26379
2013-Sullivan,2013,Sullivan,1547,172,1719
2013-Tioga,2013,Tioga,623,27,650
2013-Tompkins,2013,Tompkins,2793,109,2902
2013-Ulster,2013,Ulster,3286,294,3580
2013-Warren,2013,Warren,1244,53,1297
2013-Washington,2013,Washington,811,71,882
2013-Wayne,2013,Wayne,1689,153,1842
2013-Westchester,2013,Westchester,11942,2192,14134
2013-Wyoming,2013,Wyoming,469,41,510
2013-Yates,2013,Yates,399,14,413
2014-Albany,2014,Albany,8178,1003,9181
2014-Allegany,2014,Allegany,547,68,615
2014-Bronx,2014,Bronx,23317,12713,36030
2014-Broome,2014,Broome,5822,496,6318
2014-Cattaraugus,2014,Cattaraugus,1309,133,1442
2014-Cayuga,2014,Cayuga,1418,138,1556
2014-Chautauqua,2014,Chautauqua,3239,296,3535
2014-Chemung,2014,Chemung,1985,151,2136
2014-Chenango,2014,Chenango,859,50,909
2014-Clinton,2014,Clinton,1240,68,1308
2014-Columbia,2014,Columbia,879,47,926
2014-Cortland,2014,Cortland,1032,49,1081
2014-Delaware,2014,Delaware,711,58,769
2014-Dutchess,2014,Dutchess,4271,561,4832
2014-Erie,2014,Erie,24481,3932,28413
2014-Essex,2014,Essex,297,44,341
2014-Franklin,2014,Franklin,797,53,850
2014-Fulton,2014,Fulton,1402,63,1465
2014-Genesee,2014,Genesee,1406,112,1518
2014-Greene,2014,Greene,608,78,686
2014-Hamilton,2014,Hamilton,61,1,62
2014-Herkimer,2014,Herkimer,1013,110,1123
2014-Jefferson,2014,Jefferson,2357,174,2531
2014-Kings,2014,Kings,39647,17053,56700
2014-Lewis,2014,Lewis,230,27,257
2014-Livingston,2014,Livingston,849,47,896
2014-Madison,2014,Madison,1073,61,1134
2014-Monroe,2014,Monroe,19097,2227,21324
2014-Montgomery,2014,Montgomery,1203,48,1251
2014-Nassau,2014,Nassau,15637,2043,17680
2014-New York,2014,New York,39239,8327,47566
2014-Niagara,2014,Niagara,5426,798,6224
2014-Oneida,2014,Oneida,5206,560,5766
2014-Onondaga,2014,Onondaga,11464,1493,12957
2014-Ontario,2014,Ontario,2052,130,2182
2014-Orange,2014,Orange,7022,831,7853
2014-Orleans,2014,Orleans,629,58,687
2014-Oswego,2014,Oswego,2398,159,2557
2014-Otsego,2014,Otsego,786,51,837
2014-Putnam,2014,Putnam,729,51,780
2014-Queens,2014,Queens,28230,9800,38030
2014-Rensselaer,2014,Rensselaer,3788,471,4259
2014-Richmond,2014,Richmond,5314,1551,6865
2014-Rockland,2014,Rockland,3340,370,3710
2014-Saratoga,2014,Saratoga,2800,165,2965
2014-Schenectady,2014,Schenectady,4494,598,5092
2014-Schoharie,2014,Schoharie,369,11,380
2014-Schuyler,2014,Schuyler,155,10,165
2014-Seneca,2014,Seneca,664,57,721
2014-St Lawrence,2014,St Lawrence,1662,97,1759
2014-Steuben,2014,Steuben,1426,115,1541
2014-Suffolk,2014,Suffolk,24356,1765,26121
2014-Sullivan,2014,Sullivan,1489,157,1646
2014-Tioga,2014,Tioga,441,27,468
2014-Tompkins,2014,Tompkins,2501,103,2604
2014-Ulster,2014,Ulster,2969,293,3262
2014-Warren,2014,Warren,1169,40,1209
2014-Washington,2014,Washington,625,60,685
2014-Wayne,2014,Wayne,1491,112,1603
2014-Westchester,2014,Westchester,9957,2149,12106
2014-Wyoming,2014,Wyoming,344,36,380
2014-Yates,2014,Yates,303,18,321
2015-Albany,2015,Albany,7600,1041,8641
2015-Allegany,2015,Allegany,522,57,579
2015-Bronx,2015,Bronx,22890,13409,36299
2015-Broome,2015,Broome,5836,623,6459
2015-Cattaraugus,2015,Cattaraugus,1155,125,1280
2015-Cayuga,2015,Cayuga,1357,196,1553
2015-Chautauqua,2015,Chautauqua,2955,354,3309
2015-Chemung,2015,Chemung,1744,159,1903
2015-Chenango,2015,Chenango,748,101,849
2015-Clinton,2015,Clinton,1136,115,1251
2015-Columbia,2015,Columbia,792,103,895
2015-Cortland,2015,Cortland,700,51,751
2015-Delaware,2015,Delaware,661,80,741
2015-Dutchess,2015,Dutchess,3960,558,4518
2015-Erie,2015,Erie,22303,3788,26091
2015-Essex,2015,Essex,336,46,382
2015-Franklin,2015,Franklin,753,88,841
2015-Fulton,2015,Fulton,1186,123,1309
2015-Genesee,2015,Genesee,1084,115,1199
2015-Greene,2015,Greene,488,117,605
2015-Hamilton,2015,Hamilton,40,3,43
2015-Herkimer,2015,Herkimer,922,98,1020
2015-Jefferson,2015,Jefferson,2322,221,2543
2015-Kings,2015,Kings,37572,16385,53957
2015-Lewis,2015,Lewis,255,27,282
2015-Livingston,2015,Livingston,808,77,885
2015-Madison,2015,Madison,904,106,1010
2015-Monroe,2015,Monroe,18005,2526,20531
2015-Montgomery,2015,Montgomery,1165,99,1264
2015-Nassau,2015,Nassau,14374,1984,16358
2015-New York,2015,New York,38518,8789,47307
2015-Niagara,2015,Niagara,5141,779,5920
2015-Oneida,2015,Oneida,4871,585,5456
2015-Onondaga,2015,Onondaga,10074,1500,11574
2015-Ontario,2015,Ontario,1691,144,1835
2015-Orange,2015,Orange,6326,918,7244
2015-Orleans,2015,Orleans,604,69,673
2015-Oswego,2015,Oswego,2123,251,2374
2015-Otsego,2015,Otsego,763,78,841
2015-Putnam,2015,Putnam,546,43,589
2015-Queens,2015,Queens,26066,9854,35920
2015-Rensselaer,2015,Rensselaer,3653,547,4200
2015-Richmond,2015,Richmond,4814,1651,6465
2015-Rockland,2015,Rockland,3281,483,3764
2015-Saratoga,2015,Saratoga,2592,259,2851
2015-Schenectady,2015,Schenectady,3955,668,4623
2015-Schoharie,2015,Schoharie,364,38,402
2015-Schuyler,2015,Schuyler,135,14,149
2015-Seneca,2015,Seneca,668,62,730
2015-St Lawrence,2015,St Lawrence,1528,143,1671
2015-Steuben,2015,Steuben,1396,189,1585
2015-Suffolk,2015,Suffolk,22486,2010,24496
2015-Sullivan,2015,Sullivan,1160,171,1331
2015-Tioga,2015,Tioga,406,54,460
2015-Tompkins,2015,Tompkins,2149,147,2296
2015-Ulster,2015,Ulster,2707,304,3011
2015-Warren,2015,Warren,982,108,1090
2015-Washington,2015,Washington,522,91,613
2015-Wayne,2015,Wayne,1439,203,1642
2015-Westchester,2015,Westchester,10089,2146,12235
2015-Wyoming,2015,Wyoming,364,58,422
2015-Yates,2015,Yates,274,25,299
2016-Albany,2016,Albany,7668,1099,8767
2016-Allegany,2016,Allegany,490,81,571
2016-Bronx,2016,Bronx,23017,13817,36834
2016-Broome,2016,Broome,4781,641,5422
2016-Cattaraugus,2016,Cattaraugus,1094,138,1232
2016-Cayuga,2016,Cayuga,1243,184,1427
2016-Chautauqua,2016,Chautauqua,2971,356,3327
2016-Chemung,2016,Chemung,1892,172,2064
2016-Chenango,2016,Chenango,867,99,966
2016-Clinton,2016,Clinton,1260,135,1395
2016-Columbia,2016,Columbia,734,100,834
2016-Cortland,2016,Cortland,777,43,820
2016-Delaware,2016,Delaware,573,98,671
2016-Dutchess,2016,Dutchess,3550,566,4116
2016-Erie,2016,Erie,22025,3792,25817
2016-Essex,2016,Essex,338,57,395
2016-Franklin,2016,Franklin,598,108,706
2016-Fulton,2016,Fulton,1032,149,1181
2016-Genesee,2016,Genesee,1136,127,1263
2016-Greene,2016,Greene,442,104,546
2016-Hamilton,2016,Hamilton,49,5,54
2016-Herkimer,2016,Herkimer,941,121,1062
2016-Jefferson,2016,Jefferson,2098,281,2379
2016-Kings,2016,Kings,35279,15523,50802
2016-Lewis,2016,Lewis,206,30,236
2016-Livingston,2016,Livingston,795,91,886
2016-Madison,2016,Madison,905,122,1027
2016-Monroe,2016,Monroe,16281,2481,18762
2016-Montgomery,2016,Montgomery,940,83,1023
2016-Nassau,2016,Nassau,13449,1826,15275
2016-New York,2016,New York,37814,8839,46653
2016-Niagara,2016,Niagara,5294,848,6142
2016-Oneida,2016,Oneida,4572,661,5233
2016-Onondaga,2016,Onondaga,9701,1415,11116
2016-Ontario,2016,Ontario,1702,164,1866
2016-Orange,2016,Orange,6409,904,7313
2016-Orleans,2016,Orleans,671,78,749
2016-Oswego,2016,Oswego,2048,265,2313
2016-Otsego,2016,Otsego,689,90,779
2016-Putnam,2016,Putnam,566,37,603
2016-Queens,2016,Queens,24444,9356,33800
2016-Rensselaer,2016,Rensselaer,3186,472,3658
2016-Richmond,2016,Richmond,4724,1589,6313
2016-Rockland,2016,Rockland,3177,384,3561
2016-Saratoga,2016,Saratoga,2587,256,2843
2016-Schenectady,2016,Schenectady,3985,697,4682
2016-Schoharie,2016,Schoharie,349,36,385
2016-Schuyler,2016,Schuyler,105,13,118
2016-Seneca,2016,Seneca,576,67,643
2016-St Lawrence,2016,St Lawrence,1566,173,1739
2016-Steuben,2016,Steuben,1335,188,1523
2016-Suffolk,2016,Suffolk,21194,1896,23090
2016-Sullivan,2016,Sullivan,1031,198,1229
2016-Tioga,2016,Tioga,400,63,463
2016-Tompkins,2016,Tompkins,1796,158,1954
2016-Ulster,2016,Ulster,2346,295,2641
2016-Warren,2016,Warren,1089,112,1201
2016-Washington,2016,Washington,488,95,583
2016-Wayne,2016,Wayne,1459,159,1618
2016-Westchester,2016,Westchester,10424,2113,12537
2016-Wyoming,2016,Wyoming,279,48,327
2016-Yates,2016,Yates,303,17,320
2017-Albany,2017,Albany,7616,1161,8777
2017-Allegany,2017,Allegany,428,79,507
2017-Bronx,2017,Bronx,22973,12534,35507
2017-Broome,2017,Broome,4874,694,5568
2017-Cattaraugus,2017,Cattaraugus,1027,131,1158
2017-Cayuga,2017,Cayuga,1104,237,1341
2017-Chautauqua,2017,Chautauqua,2440,346,2786
2017-Chemung,2017,Chemung,1424,143,1567
2017-Chenango,2017,Chenango,604,81,685
2017-Clinton,2017,Clinton,1078,136,1214
2017-Columbia,2017,Columbia,835,135,970
2017-Cortland,2017,Cortland,945,49,994
2017-Delaware,2017,Delaware,461,59,520
2017-Dutchess,2017,Dutchess,3266,568,3834
2017-Erie,2017,Erie,19908,3463,23371
2017-Essex,2017,Essex,356,63,419
2017-Franklin,2017,Franklin,588,100,688
2017-Fulton,2017,Fulton,969,118,1087
2017-Genesee,2017,Genesee,974,168,1142
2017-Greene,2017,Greene,495,137,632
2017-Hamilton,2017,Hamilton,32,4,36
2017-Herkimer,2017,Herkimer,970,155,1125
2017-Jefferson,2017,Jefferson,2018,235,2253
2017-Kings,2017,Kings,35173,14593,49766
2017-Lewis,2017,Lewis,222,35,257
2017-Livingston,2017,Livingston,753,56,809
2017-Madison,2017,Madison,879,104,983
2017-Monroe,2017,Monroe,16375,2570,18945
2017-Montgomery,2017,Montgomery,860,78,938
2017-Nassau,2017,Nassau,12366,1650,14016
2017-New York,2017,New York,38475,8671,47146
2017-Niagara,2017,Niagara,4689,766,5455
2017-Oneida,2017,Oneida,4079,694,4773
2017-Onondaga,2017,Onondaga,9464,1429,10893
2017-Ontario,2017,Ontario,1487,135,1622
2017-Orange,2017,Orange,5865,874,6739
2017-Orleans,2017,Orleans,677,86,763
2017-Oswego,2017,Oswego,1762,218,1980
2017-Otsego,2017,Otsego,639,93,732
2017-Putnam,2017,Putnam,574,54,628
2017-Queens,2017,Queens,23676,9184,32860
2017-Rensselaer,2017,Rensselaer,3066,447,3513
2017-Richmond,2017,Richmond,4518,1451,5969
2017-Rockland,2017,Rockland,3007,397,3404
2017-Saratoga,2017,Saratoga,2516,279,2795
2017-Schenectady,2017,Schenectady,3921,671,4592
2017-Schoharie,2017,Schoharie,277,37,314
2017-Schuyler,2017,Schuyler,55,15,70
2017-Seneca,2017,Seneca,495,73,568
2017-St Lawrence,2017,St Lawrence,1378,134,1512
2017-Steuben,2017,Steuben,1092,171,1263
2017-Suffolk,2017,Suffolk,18850,1693,20543
2017-Sullivan,2017,Sullivan,1059,221,1280
2017-Tioga,2017,Tioga,408,48,456
2017-Tompkins,2017,Tompkins,1810,139,1949
2017-Ulster,2017,Ulster,2262,288,2550
2017-Warren,2017,Warren,972,107,1079
2017-Washington,2017,Washington,426,77,503
2017-Wayne,2017,Wayne,1301,186,1487
2017-Westchester,2017,Westchester,9624,1948,11572
2017-Wyoming,2017,Wyoming,275,71,346
2017-Yates,2017,Yates,233,26,259
